ax,ay,az,gx,gy,gz,mx,my,mz,target,DateRecord,TimeRecord
2.86,9.23,-0.46,-0.014181,-0.029452,0.010908,21.5,-10.875,24.875,1,2024-11-14,11:04:45.388580
2.86,9.25,-0.49,0.007636,-0.001091,0.003272,22.1875,-10.5625,26.0625,1,2024-11-14,11:04:45.419547
2.87,9.25,-0.46,-0.010908,-0.001091,0.002182,22.1875,-10.875,25.5625,1,2024-11-14,11:04:45.688979
2.88,9.25,-0.43,0.018544,0.037088,-0.028362,23.0,-11.25,25.25,1,2024-11-14,11:04:45.878395
2.81,9.28,-0.48,0.033816,0.055632,-0.032725,21.1875,-10.5625,26.375,1,2024-11-14,11:04:46.189460
2.76,9.27,-0.56,0.020726,0.02618,-0.027271,21.5,-10.1875,26.0625,1,2024-11-14,11:04:46.407876
2.72,9.28,-0.5,-0.002182,0.015272,-0.008727,21.5,-9.5,27.25,1,2024-11-14,11:04:46.660809
2.67,9.31,-0.52,0.015272,0.073086,-0.033816,21.5,-9.75,26.0625,1,2024-11-14,11:04:46.768773
2.65,9.32,-0.56,0.0,-0.02618,0.020726,20.75,-9.5,26.0625,1,2024-11-14,11:04:46.909966
2.72,9.33,-0.52,-0.029452,-0.069813,0.023998,20.75,-9.75,27.25,1,2024-11-14,11:04:47.139857
2.76,9.25,-0.5,-0.020726,-0.028362,0.011999,20.75,-10.1875,27.25,1,2024-11-14,11:04:47.312794
2.74,9.25,-0.48,-0.010908,-0.031634,0.015272,21.5,-10.5625,26.0625,1,2024-11-14,11:04:47.512842
2.72,9.3,-0.52,-0.022907,0.040361,-0.020726,21.875,-10.1875,25.25,1,2024-11-14,11:04:47.710934
2.66,9.29,-0.43,-0.018544,0.015272,-0.010908,21.5,-10.875,26.375,1,2024-11-14,11:04:47.994876
2.65,9.23,-0.52,0.038179,-0.102538,-0.020726,21.5,-10.1875,26.0625,1,2024-11-14,11:04:48.245745
2.93,9.36,-0.49,-0.058905,0.031634,0.025089,21.5,-10.875,24.875,1,2024-11-14,11:04:48.466998
2.73,9.5,-0.09,-0.128718,0.164715,-0.058905,22.5625,-11.5625,25.6875,1,2024-11-14,11:04:48.530978
2.55,9.26,0.06,0.064359,0.02618,-0.061087,21.875,-12.0,25.25,1,2024-11-14,11:04:48.654891
2.57,9.3,-0.03,0.074176,-0.002182,-0.040361,20.75,-10.875,26.375,1,2024-11-14,11:04:48.842783
2.5,9.35,-0.32,0.020726,0.081812,-0.069813,20.75,-9.75,26.875,1,2024-11-14,11:04:49.045960
2.32,9.32,-0.09,-0.018544,0.068722,-0.030543,20.0625,-10.1875,27.25,1,2024-11-14,11:04:49.311733
2.3,9.38,-0.2,0.029452,0.006545,0.003272,20.75,-9.0625,27.375,1,2024-11-14,11:04:49.903663
2.42,9.42,-0.2,-0.030543,-0.049087,0.02618,20.375,-9.75,27.5625,1,2024-11-14,11:04:51.538878
2.33,9.32,-0.1,-0.028362,-0.056723,0.023998,20.375,-10.5625,27.375,1,2024-11-14,11:04:51.649816
2.46,9.42,-0.15,-0.005454,-0.066541,0.029452,20.75,-9.75,27.375,1,2024-11-14,11:04:51.695804
2.59,9.37,-0.06,-0.011999,-0.021817,0.009817,21.5,-10.5625,27.0,1,2024-11-14,11:04:51.758768
2.49,9.37,-0.12,-0.005454,-0.035997,0.005454,21.875,-9.75,26.5,1,2024-11-14,11:04:51.773760
2.52,9.36,-0.12,-0.009817,-0.030543,0.006545,21.1875,-10.5625,25.375,1,2024-11-14,11:04:51.869688
2.53,9.34,-0.14,0.006545,-0.023998,0.005454,20.75,-10.875,27.0,1,2024-11-14,11:04:51.900687
2.56,9.37,-0.17,-0.010908,-0.014181,0.009817,21.5,-10.5625,25.75,1,2024-11-14,11:04:51.947645
2.59,9.3,-0.1,-0.020726,-0.020726,-0.006545,21.875,-11.25,25.75,1,2024-11-14,11:04:51.962636
2.5,9.36,-0.18,0.015272,0.023998,-0.023998,21.875,-10.875,26.1875,1,2024-11-14,11:04:52.025555
2.51,9.33,-0.16,0.028362,0.056723,-0.020726,21.875,-10.5625,26.5,1,2024-11-14,11:04:52.025555
2.4,9.35,-0.21,0.035997,0.088357,-0.037088,21.1875,-10.1875,26.1875,1,2024-11-14,11:04:52.072528
2.39,9.39,-0.22,0.030543,0.083994,-0.020726,20.375,-9.75,26.5,1,2024-11-14,11:04:52.151468
2.35,9.36,-0.27,0.029452,0.058905,-0.020726,20.375,-9.75,27.0,1,2024-11-14,11:04:52.357368
2.33,9.38,-0.3,0.0,-0.010908,0.003272,20.0625,-9.5,27.0,1,2024-11-14,11:04:52.514442
2.31,9.39,-0.3,-0.035997,-0.058905,0.025089,20.75,-9.5,27.0,1,2024-11-14,11:04:52.717326
2.36,9.38,-0.21,-0.001091,-0.022907,0.005454,20.75,-9.5,27.0,1,2024-11-14,11:04:52.983692
2.47,9.37,-0.17,-0.004363,-0.02618,0.028362,20.375,-9.5,26.5,1,2024-11-14,11:04:53.157871
2.41,9.43,-0.38,-0.022907,-0.025089,0.009817,20.0625,-9.75,27.0,1,2024-11-14,11:04:53.377335
2.52,9.32,-0.12,-0.041452,-0.042542,0.005454,21.1875,-10.1875,27.0,1,2024-11-14,11:04:53.563948
2.46,9.33,-0.16,-0.003272,-0.02618,0.015272,20.75,-9.5,26.5,1,2024-11-14,11:04:53.847461
2.52,9.37,-0.15,-0.01309,-0.042542,0.018544,20.75,-10.5625,26.1875,1,2024-11-14,11:04:54.115298
2.51,9.34,-0.1,-0.017453,-0.033816,0.016362,21.1875,-10.5625,27.0,1,2024-11-14,11:04:54.146265
2.52,9.38,-0.11,0.003272,0.016362,-0.009817,21.1875,-10.875,25.75,1,2024-11-14,11:04:54.305174
2.49,9.4,-0.11,0.009817,0.053451,-0.020726,21.1875,-10.5625,26.5625,1,2024-11-14,11:04:54.508059
2.47,9.35,-0.12,0.022907,0.023998,-0.02618,21.5,-10.1875,26.5625,1,2024-11-14,11:04:54.708373
2.41,9.33,-0.14,0.010908,0.038179,-0.015272,21.5,-10.1875,27.0,1,2024-11-14,11:04:54.897302
2.38,9.35,-0.17,0.027271,0.051269,-0.019635,20.75,-9.5,26.5625,1,2024-11-14,11:04:55.085117
2.33,9.41,-0.24,0.021817,0.017453,-0.01309,20.0625,-9.5,27.6875,1,2024-11-14,11:04:55.412076
2.36,9.41,-0.29,-0.017453,-0.034907,0.020726,20.375,-10.1875,26.5625,1,2024-11-14,11:04:55.676568
2.37,9.39,-0.16,-0.023998,-0.034907,0.014181,20.75,-9.75,27.375,1,2024-11-14,11:04:55.956194
2.42,9.34,-0.15,-0.014181,-0.025089,0.009817,20.0625,-10.5625,27.0,1,2024-11-14,11:04:56.160544
2.42,9.35,-0.13,-0.020726,-0.046906,0.017453,21.5,-10.1875,26.1875,1,2024-11-14,11:04:56.224476
2.45,9.37,-0.16,-0.006545,-0.02618,0.005454,21.875,-10.875,26.5625,1,2024-11-14,11:04:56.334418
2.47,9.36,-0.13,-0.006545,-0.027271,0.009817,22.1875,-10.1875,26.1875,1,2024-11-14,11:04:56.538296
2.52,9.32,-0.08,-0.005454,-0.029452,0.002182,21.1875,-10.5625,26.5625,1,2024-11-14,11:04:56.720800
2.53,9.34,-0.07,-0.005454,-0.027271,0.017453,22.1875,-10.5625,25.375,1,2024-11-14,11:04:56.957709
2.49,9.33,-0.12,-0.009817,-0.019635,-0.002182,21.1875,-10.1875,25.75,1,2024-11-14,11:04:57.175536
2.48,9.37,-0.16,0.016362,0.030543,-0.011999,22.5625,-10.5625,25.375,1,2024-11-14,11:04:57.378437
2.45,9.38,-0.1,0.018544,0.050178,-0.020726,21.5,-10.875,26.5625,1,2024-11-14,11:04:57.533354
2.39,9.38,-0.2,0.032725,0.075267,-0.025089,21.5,-10.1875,26.1875,1,2024-11-14,11:04:57.784061
2.37,9.4,-0.22,0.029452,0.079631,-0.02618,20.375,-10.1875,27.375,1,2024-11-14,11:04:57.974975
2.29,9.37,-0.23,0.020726,0.085085,-0.031634,20.75,-9.0625,27.375,1,2024-11-14,11:04:58.164248
2.32,9.38,-0.23,-0.008727,-0.021817,0.014181,20.1875,-9.5,27.0,1,2024-11-14,11:04:58.384381
2.33,9.39,-0.11,-0.022907,-0.046906,0.017453,20.875,-10.1875,26.5625,1,2024-11-14,11:04:58.557286
2.33,9.39,-0.23,-0.008727,-0.034907,0.008727,20.375,-10.1875,28.5,1,2024-11-14,11:04:58.917206
2.39,9.37,-0.19,-0.025089,-0.046906,0.031634,20.375,-9.5,26.1875,1,2024-11-14,11:04:59.105123
2.38,9.37,-0.18,-0.007636,-0.022907,0.002182,21.1875,-9.75,27.0,1,2024-11-14,11:04:59.327894
2.45,9.38,-0.15,-0.01309,-0.035997,0.017453,20.75,-9.75,26.5625,1,2024-11-14,11:04:59.374868
2.47,9.34,-0.2,0.003272,0.008727,-0.001091,20.375,-10.1875,25.0,1,2024-11-14,11:04:59.530781
2.47,9.39,-0.21,-0.007636,0.008727,0.0,21.875,-9.75,27.6875,1,2024-11-14,11:04:59.733062
2.44,9.33,-0.17,-0.003272,0.017453,-0.006545,21.5,-11.25,25.375,1,2024-11-14,11:04:59.921555
2.5,9.39,-0.09,0.008727,0.008727,-0.008727,21.5,-10.5625,25.375,1,2024-11-14,11:05:00.134400
2.45,9.39,-0.15,0.016362,0.045815,-0.020726,21.1875,-10.875,27.0,1,2024-11-14,11:05:00.403401
2.38,9.41,-0.12,0.019635,0.063268,-0.02618,21.1875,-10.1875,27.375,1,2024-11-14,11:05:00.622271
2.36,9.36,-0.15,0.021817,0.064359,-0.025089,21.1875,-9.5,27.375,1,2024-11-14,11:05:00.800811
