ax,ay,az,gx,gy,gz,mx,my,mz,target,DateRecord,TimeRecord
-0.45,2.25,9.48,0.001091,0.010908,-0.003272,22.25,-26.1875,0.5625,0,2024-11-14,11:02:52.874911
-0.52,2.24,9.36,0.007636,0.066541,-0.015272,21.5,-26.1875,2.5,0,2024-11-14,11:02:53.060894
-0.43,2.25,9.49,-0.004363,0.031634,-0.001091,21.875,-26.875,2.0625,0,2024-11-14,11:02:53.217879
-0.67,2.26,9.43,0.008727,0.0,0.004363,22.5625,-26.1875,3.0,0,2024-11-14,11:02:53.483108
-0.7,2.25,9.38,0.002182,-0.029452,0.004363,21.875,-26.5625,2.5,0,2024-11-14,11:02:53.747527
-0.63,2.24,9.44,0.003272,0.0,-0.005454,21.875,-26.1875,3.0,0,2024-11-14,11:02:53.981401
-0.64,2.27,9.49,0.002182,-0.011999,-0.001091,21.875,-26.875,3.25,0,2024-11-14,11:02:54.168301
-0.68,2.29,9.35,-0.021817,-0.061087,0.018544,21.875,-26.1875,2.5,0,2024-11-14,11:02:54.399746
-0.6,2.29,9.42,-0.007636,-0.045815,0.014181,21.875,-25.75,1.75,0,2024-11-14,11:02:54.682696
-0.42,2.26,9.53,-0.011999,-0.057814,0.018544,21.5,-25.75,1.75,0,2024-11-14,11:02:54.914146
-0.4,2.27,9.46,-0.002182,-0.031634,0.008727,21.875,-26.5625,2.0625,0,2024-11-14,11:02:55.082123
-0.38,2.27,9.41,0.0,-0.004363,0.001091,21.5,-25.75,2.5,0,2024-11-14,11:02:55.129096
-0.29,2.22,9.45,-0.006545,-0.035997,0.007636,21.5,-27.25,2.5,0,2024-11-14,11:02:55.335190
-0.45,2.29,9.43,0.001091,0.046906,-0.009817,21.875,-26.875,2.5,0,2024-11-14,11:02:55.520227
-0.41,2.3,9.43,0.009817,0.023998,-0.004363,21.875,-26.875,1.75,0,2024-11-14,11:02:55.692108
-0.35,2.24,9.52,0.003272,0.011999,-0.005454,22.25,-26.1875,3.0,0,2024-11-14,11:02:56.004017
-0.45,2.33,9.48,0.003272,0.031634,-0.007636,21.875,-26.1875,1.75,0,2024-11-14,11:02:56.205887
-0.57,2.23,9.42,0.008727,0.035997,-0.017453,21.875,-26.5625,3.6875,0,2024-11-14,11:02:56.393219
-0.58,2.33,9.37,0.010908,0.038179,-0.006545,21.875,-26.5625,3.25,0,2024-11-14,11:02:56.644084
-1.01,2.31,9.4,0.021817,0.085085,-0.017453,21.875,-26.875,3.6875,0,2024-11-14,11:02:56.816467
-0.8,2.31,9.38,0.004363,-0.002182,-0.001091,21.875,-26.5625,2.875,0,2024-11-14,11:02:57.050852
-0.66,2.27,9.36,0.002182,-0.006545,0.003272,21.875,-26.1875,3.6875,0,2024-11-14,11:02:57.050852
-0.71,2.29,9.36,-0.002182,-0.001091,0.003272,22.5625,-27.25,2.5,0,2024-11-14,11:02:57.221755
-0.69,2.29,9.38,0.0,-0.023998,0.003272,22.25,-26.875,3.0,0,2024-11-14,11:02:57.470207
-0.6,2.37,9.43,0.003272,0.019635,-0.010908,21.5,-26.875,2.875,0,2024-11-14,11:02:57.638586
-0.51,2.26,9.5,-0.034907,-0.106901,0.033816,21.875,-26.1875,2.0625,0,2024-11-14,11:02:57.924335
-0.52,2.29,9.44,-0.011999,-0.02618,0.011999,21.5,-26.5625,3.0,0,2024-11-14,11:02:58.174192
-0.4,2.28,9.52,-0.002182,-0.007636,0.002182,21.875,-26.5625,1.75,0,2024-11-14,11:02:58.376431
-0.5,2.29,9.44,0.005454,0.016362,-0.003272,21.1875,-26.1875,2.0625,0,2024-11-14,11:02:58.563350
-0.51,2.3,9.39,0.001091,0.020726,-0.005454,21.5,-26.1875,2.0625,0,2024-11-14,11:02:58.799285
-0.52,2.27,9.39,-0.005454,-0.046906,0.014181,21.875,-26.1875,3.25,0,2024-11-14,11:02:58.952227
-0.5,2.3,9.43,-0.004363,-0.028362,0.004363,21.875,-26.1875,2.0625,0,2024-11-14,11:02:59.312016
-0.53,2.29,9.39,-0.001091,0.007636,0.0,22.25,-26.1875,2.0625,0,2024-11-14,11:02:59.483299
-0.46,2.28,9.46,0.0,-0.011999,0.005454,21.5,-26.1875,2.0625,0,2024-11-14,11:02:59.667173
-0.51,2.29,9.39,0.0,0.004363,0.001091,21.5,-26.5625,2.5,0,2024-11-14,11:02:59.692361
-0.51,2.29,9.42,0.0,-0.003272,-0.001091,21.1875,-26.875,2.5,0,2024-11-14,11:02:59.910645
-0.53,2.28,9.33,0.0,0.025089,-0.003272,21.5,-25.75,2.0625,0,2024-11-14,11:03:00.094297
-0.46,2.26,9.49,-0.007636,-0.077449,0.017453,21.5,-26.1875,2.0625,0,2024-11-14,11:03:00.295183
-0.48,2.29,9.45,-0.006545,-0.017453,0.006545,21.5,-26.875,2.5,0,2024-11-14,11:03:00.514131
-0.56,2.28,9.38,-0.001091,0.008727,0.0,21.875,-26.1875,2.0625,0,2024-11-14,11:03:00.798401
-0.47,2.27,9.46,0.0,-0.009817,0.001091,22.5625,-26.875,2.875,0,2024-11-14,11:03:01.153438
-0.5,2.29,9.41,0.0,-0.001091,0.001091,22.5625,-26.1875,2.0625,0,2024-11-14,11:03:01.437716
-0.53,2.29,9.41,0.0,-0.001091,-0.001091,22.25,-27.25,1.75,0,2024-11-14,11:03:01.668564
-0.53,2.27,9.36,0.002182,0.002182,0.0,22.25,-26.875,2.5,0,2024-11-14,11:03:01.683557
-0.39,2.3,9.55,-0.010908,-0.075267,0.019635,21.875,-26.1875,3.0,0,2024-11-14,11:03:01.807505
-0.45,2.26,9.41,0.0,-0.006545,0.003272,22.5625,-26.1875,2.5,0,2024-11-14,11:03:02.145391
-0.52,2.27,9.39,0.0,0.004363,-0.004363,21.1875,-26.875,2.0625,0,2024-11-14,11:03:02.377266
-0.44,2.27,9.44,0.0,-0.003272,-0.001091,21.5,-26.875,2.875,0,2024-11-14,11:03:02.424679
-0.49,2.25,9.41,0.003272,0.0,-0.002182,21.875,-26.1875,2.5,0,2024-11-14,11:03:02.552589
-0.49,2.3,9.44,0.0,0.009817,0.0,21.875,-26.875,2.875,0,2024-11-14,11:03:02.770120
-0.5,2.28,9.39,0.003272,0.020726,-0.004363,21.5,-26.5625,1.75,0,2024-11-14,11:03:03.161502
-0.5,2.28,9.41,-0.007636,-0.068722,0.018544,21.1875,-27.25,2.0625,0,2024-11-14,11:03:03.350408
-0.46,2.29,9.44,-0.003272,-0.018544,0.005454,22.5625,-26.1875,1.75,0,2024-11-14,11:03:03.427348
-0.51,2.29,9.41,0.001091,0.004363,0.002182,22.25,-26.1875,2.875,0,2024-11-14,11:03:03.963240
-0.43,2.29,9.45,0.002182,-0.004363,0.002182,21.5,-26.5625,2.5,0,2024-11-14,11:03:05.453492
-0.47,2.29,9.42,-0.001091,-0.003272,0.001091,21.875,-26.5625,1.25,0,2024-11-14,11:03:05.640053
-0.44,2.28,9.44,-0.001091,-0.002182,0.0,22.25,-26.5625,1.75,0,2024-11-14,11:03:05.702020
-0.46,2.31,9.48,-0.001091,-0.020726,0.002182,21.875,-27.25,2.0625,0,2024-11-14,11:03:05.748993
-0.4,2.27,9.49,-0.001091,-0.002182,0.002182,21.875,-26.1875,3.25,0,2024-11-14,11:03:05.748993
-0.36,2.3,9.57,-0.008727,-0.020726,0.003272,21.1875,-26.5625,1.75,0,2024-11-14,11:03:05.780976
-0.51,2.27,9.39,0.001091,0.004363,-0.001091,21.5,-26.5625,2.0625,0,2024-11-14,11:03:05.828969
-0.45,2.25,9.44,-0.002182,0.017453,-0.003272,22.25,-26.1875,2.5,0,2024-11-14,11:03:05.844938
-0.47,2.29,9.45,0.0,0.002182,-0.001091,21.5,-27.25,1.75,0,2024-11-14,11:03:05.861033
-0.49,2.29,9.42,0.001091,0.003272,0.0,22.5625,-26.875,2.0625,0,2024-11-14,11:03:05.892003
-0.42,2.31,9.4,-0.015272,-0.021817,0.005454,21.5,-26.875,2.875,0,2024-11-14,11:03:05.907993
-0.51,2.29,9.4,-0.002182,-0.009817,0.003272,21.875,-26.1875,1.75,0,2024-11-14,11:03:06.158753
-0.41,2.29,9.48,-0.005454,-0.016362,0.005454,22.25,-26.5625,1.75,0,2024-11-14,11:03:06.280687
-0.45,2.28,9.41,0.001091,0.006545,-0.001091,21.5,-26.875,2.875,0,2024-11-14,11:03:06.450573
-0.46,2.29,9.41,0.001091,0.001091,-0.001091,21.875,-26.5625,1.25,0,2024-11-14,11:03:06.669823
-0.46,2.28,9.44,0.001091,-0.002182,0.001091,21.875,-27.25,1.75,0,2024-11-14,11:03:06.855658
-0.45,2.29,9.43,0.002182,-0.009817,0.003272,21.875,-26.875,2.0625,0,2024-11-14,11:03:07.055431
-0.34,2.3,9.53,-0.005454,-0.020726,0.006545,21.875,-26.5625,3.0,0,2024-11-14,11:03:09.128942
-0.38,2.3,9.44,-0.001091,-0.017453,0.005454,21.5,-26.5625,1.75,0,2024-11-14,11:03:09.159736
-0.48,2.29,9.38,0.0,0.017453,-0.003272,21.5,-26.5625,1.25,0,2024-11-14,11:03:09.159736
-0.41,2.3,9.43,0.0,0.008727,-0.003272,21.5,-26.1875,1.75,0,2024-11-14,11:03:09.159736
-0.44,2.29,9.42,0.002182,0.017453,-0.002182,21.875,-26.875,2.5,0,2024-11-14,11:03:09.223204
-0.44,2.32,9.51,0.006545,-0.017453,0.001091,21.5,-26.5625,2.875,0,2024-11-14,11:03:09.239193
-0.46,2.29,9.48,0.008727,0.044724,-0.009817,22.25,-26.5625,2.5,0,2024-11-14,11:03:09.255201
-0.58,2.3,9.42,0.005454,0.020726,-0.008727,23.0,-26.5625,2.0625,0,2024-11-14,11:03:09.271176
-0.58,2.3,9.4,-0.007636,-0.027271,0.003272,22.25,-25.75,2.5,0,2024-11-14,11:03:09.271176
-0.52,2.28,9.42,-0.005454,-0.015272,0.004363,21.875,-26.875,2.0625,0,2024-11-14,11:03:09.301192
-0.45,2.29,9.42,-0.007636,-0.030543,0.009817,21.875,-26.5625,2.5,0,2024-11-14,11:03:09.302193
-0.4,2.3,9.39,0.002182,-0.029452,0.008727,22.5625,-26.5625,2.5,0,2024-11-14,11:03:09.425119
-0.28,2.3,9.57,-0.005454,-0.053451,0.015272,22.25,-26.1875,3.6875,0,2024-11-14,11:03:09.654319
-0.37,2.3,9.4,0.004363,0.041452,-0.005454,22.25,-26.1875,2.0625,0,2024-11-14,11:03:09.840369
-0.4,2.26,9.44,0.0,0.014181,0.001091,22.25,-26.1875,2.0625,0,2024-11-14,11:03:10.090209
-0.4,2.29,9.4,0.002182,0.008727,-0.002182,21.5,-26.1875,1.75,0,2024-11-14,11:03:10.216281
-0.36,2.29,9.42,-0.003272,-0.019635,0.004363,21.5,-26.5625,2.875,0,2024-11-14,11:03:11.475390
-0.32,2.3,9.42,-0.001091,-0.055632,0.011999,21.875,-26.5625,2.5,0,2024-11-14,11:03:11.707616
-0.31,2.28,9.44,-0.007636,-0.005454,0.0,21.5,-26.875,1.25,0,2024-11-14,11:03:11.771560
-0.35,2.21,9.3,0.0,0.02618,-0.006545,22.25,-26.1875,1.75,0,2024-11-14,11:03:11.772560
-0.41,2.32,9.42,0.007636,0.011999,-0.007636,22.5625,-26.875,2.0625,0,2024-11-14,11:03:11.772560
-0.32,2.3,9.53,0.003272,0.019635,-0.002182,21.5,-26.5625,3.0,0,2024-11-14,11:03:11.803544
-0.49,2.3,9.38,0.004363,0.055632,-0.015272,21.875,-26.5625,2.5,0,2024-11-14,11:03:11.867505
-0.57,2.3,9.36,0.002182,0.021817,-0.004363,21.875,-26.5625,2.5,0,2024-11-14,11:03:11.913478
-0.53,2.3,9.4,0.0,-0.02618,0.004363,21.5,-26.875,3.6875,0,2024-11-14,11:03:12.053397
-0.56,2.3,9.37,-0.001091,0.030543,-0.005454,21.875,-26.1875,2.0625,0,2024-11-14,11:03:12.304099
-0.57,2.26,9.29,-0.015272,-0.014181,0.010908,21.875,-26.1875,3.0,0,2024-11-14,11:03:12.517976
-0.5,2.3,9.41,-0.006545,-0.03927,0.011999,21.875,-25.75,1.75,0,2024-11-14,11:03:12.735952
-0.38,2.29,9.48,-0.016362,-0.02618,0.010908,22.25,-26.5625,2.5,0,2024-11-14,11:03:12.783925
-0.36,2.26,9.45,0.0,-0.029452,0.009817,21.5,-26.875,2.5,0,2024-11-14,11:03:12.943383
-0.29,2.24,9.45,-0.008727,-0.029452,0.01309,21.5,-26.5625,2.5,0,2024-11-14,11:03:13.115283
-0.31,2.27,9.44,0.006545,0.025089,-0.007636,21.875,-26.875,2.0625,0,2024-11-14,11:03:13.331633
-0.42,2.25,9.42,0.006545,0.032725,-0.003272,21.875,-26.875,1.25,0,2024-11-14,11:03:13.536524
-0.37,2.23,9.43,-0.003272,-0.009817,0.0,22.25,-26.5625,2.5,0,2024-11-14,11:03:13.785715
-0.56,2.28,9.41,-0.001091,0.041452,-0.01309,21.5,-25.75,2.5,0,2024-11-14,11:03:14.019600
-0.74,2.45,9.32,0.005454,0.126536,-0.037088,22.5625,-26.875,3.6875,0,2024-11-14,11:03:14.236008
-0.69,2.27,9.36,0.0,-0.031634,0.0,22.25,-26.5625,2.5,0,2024-11-14,11:03:14.345394
-0.74,2.28,9.33,0.017453,0.006545,0.005454,21.875,-26.875,3.6875,0,2024-11-14,11:03:14.578265
-0.61,2.34,9.41,0.007636,-0.005454,-0.011999,22.25,-26.1875,3.25,0,2024-11-14,11:03:14.764138
-0.54,2.27,9.45,-0.007636,-0.067632,0.035997,21.5,-26.1875,3.25,0,2024-11-14,11:03:14.952325
-0.61,2.3,9.36,0.005454,-0.081812,0.021817,22.5625,-26.5625,3.25,0,2024-11-14,11:03:15.279484
-0.47,2.49,9.43,0.011999,-0.023998,0.008727,21.5,-26.1875,3.25,0,2024-11-14,11:03:15.447540
-0.13,2.4,9.38,0.0,0.009817,-0.014181,21.875,-27.25,1.75,0,2024-11-14,11:03:15.692532
-0.42,2.24,9.48,-0.003272,0.007636,-0.005454,22.5625,-26.1875,1.75,0,2024-11-14,11:03:15.884877
-0.47,2.3,9.39,0.011999,0.025089,-0.01309,21.5,-27.25,2.0625,0,2024-11-14,11:03:16.054788
-0.41,2.31,9.49,0.01309,0.058905,-0.017453,21.875,-26.5625,2.875,0,2024-11-14,11:03:16.341474
-0.56,2.36,9.4,0.010908,0.031634,-0.01309,21.875,-27.25,4.0625,0,2024-11-14,11:03:16.685729
-0.87,2.33,9.31,0.023998,0.147262,-0.040361,22.25,-26.1875,4.0625,0,2024-11-14,11:03:16.884490
-1.01,2.4,9.34,0.015272,0.088357,-0.021817,21.5,-26.5625,4.875,0,2024-11-14,11:03:16.946389
-1.05,2.4,9.35,-0.009817,-0.037088,0.009817,22.25,-25.75,3.6875,0,2024-11-14,11:03:17.195090
-1.16,2.42,9.34,-0.016362,-0.094902,0.027271,22.5625,-26.5625,4.0625,0,2024-11-14,11:03:17.429407
-1.08,2.41,9.28,0.002182,0.01309,-0.002182,22.5625,-26.1875,4.5,0,2024-11-14,11:03:17.491373
-0.98,2.38,9.4,0.0,-0.008727,0.0,22.25,-25.75,4.875,0,2024-11-14,11:03:17.601311
-1.05,2.37,9.3,0.001091,0.032725,-0.001091,21.875,-25.5,3.6875,0,2024-11-14,11:03:17.821700
-1.03,2.42,9.34,-0.003272,-0.007636,-0.003272,21.875,-25.5,4.875,0,2024-11-14,11:03:18.025438
-0.97,2.44,9.37,-0.001091,-0.020726,0.0,22.25,-26.1875,4.0625,0,2024-11-14,11:03:18.199385
-0.96,2.37,9.4,0.003272,0.038179,-0.006545,22.25,-26.1875,4.5,0,2024-11-14,11:03:18.668406
-0.93,2.37,9.33,-0.002182,-0.045815,0.008727,22.25,-25.5,4.0625,0,2024-11-14,11:03:18.962824
-0.98,2.36,9.35,-0.003272,-0.018544,0.008727,22.5625,-26.1875,3.6875,0,2024-11-14,11:03:19.071048
-0.87,2.37,9.35,-0.001091,-0.002182,-0.001091,21.5,-26.1875,3.25,0,2024-11-14,11:03:19.133997
-0.89,2.38,9.34,0.0,0.003272,0.002182,22.25,-26.1875,3.6875,0,2024-11-14,11:03:19.133997
-0.9,2.4,9.4,0.0,0.025089,-0.003272,22.25,-25.75,2.5,0,2024-11-14,11:03:19.355893
-1.07,2.42,9.54,0.009817,0.044724,-0.010908,21.5,-26.1875,3.6875,0,2024-11-14,11:03:19.543192
-1.05,2.41,9.32,-0.003272,0.006545,0.001091,22.25,-26.1875,4.5,0,2024-11-14,11:03:19.797080
-0.97,2.38,9.37,-0.002182,-0.022907,0.005454,22.25,-25.75,4.0625,0,2024-11-14,11:03:20.269369
-0.95,2.38,9.36,-0.002182,-0.007636,0.003272,21.5,-26.1875,4.0625,0,2024-11-14,11:03:20.378292
-0.97,2.37,9.35,-0.003272,-0.01309,0.004363,21.875,-25.75,4.0625,0,2024-11-14,11:03:20.582940
-0.89,2.35,9.36,0.0,-0.016362,0.001091,22.25,-26.875,2.0625,0,2024-11-14,11:03:20.644905
-0.89,2.36,9.37,-0.01309,-0.018544,0.004363,21.875,-26.1875,3.6875,0,2024-11-14,11:03:20.819543
-0.72,2.28,9.57,0.009817,0.005454,-0.014181,22.25,-26.875,3.6875,0,2024-11-14,11:03:20.975473
-0.9,2.34,9.36,0.001091,-0.069813,0.006545,22.25,-25.75,3.6875,0,2024-11-14,11:03:21.195207
-0.87,2.38,9.31,0.018544,-0.033816,-0.008727,21.875,-26.5625,3.6875,0,2024-11-14,11:03:21.443612
-0.73,2.42,9.34,0.017453,-0.007636,-0.010908,21.875,-26.1875,3.25,0,2024-11-14,11:03:21.722396
-0.68,2.5,9.41,-0.007636,-0.019635,0.021817,21.875,-26.1875,2.5,0,2024-11-14,11:03:21.926405
-0.73,2.3,9.4,0.001091,-0.002182,-0.009817,21.875,-25.75,2.5,0,2024-11-14,11:03:22.117124
-0.89,2.38,9.25,0.017453,0.093811,-0.011999,22.25,-25.75,3.25,0,2024-11-14,11:03:22.319008
-0.81,2.39,9.32,0.005454,0.02618,-0.003272,22.5625,-25.75,4.5,0,2024-11-14,11:03:22.549898
-0.65,2.44,9.41,-0.003272,-0.01309,0.002182,21.875,-26.1875,2.0625,0,2024-11-14,11:03:22.723803
-0.67,2.37,9.37,0.004363,0.011999,-0.015272,22.25,-26.1875,3.6875,0,2024-11-14,11:03:23.034626
-0.62,2.47,9.36,-0.030543,-0.043633,0.034907,22.5625,-25.75,3.25,0,2024-11-14,11:03:23.253199
-0.72,2.3,9.33,0.003272,0.100356,-0.032725,22.25,-26.5625,2.5,0,2024-11-14,11:03:23.427208
-0.84,2.37,9.34,-0.007636,0.070904,0.001091,22.5625,-26.5625,3.6875,0,2024-11-14,11:03:23.489147
-0.84,2.24,9.32,-0.007636,-0.038179,0.001091,23.375,-26.1875,4.0625,0,2024-11-14,11:03:23.662336
-0.85,2.39,9.37,-0.002182,-0.023998,0.008727,21.875,-26.1875,4.0625,0,2024-11-14,11:03:23.848354
-0.77,2.34,9.5,0.001091,-0.010908,-0.001091,22.25,-25.75,3.25,0,2024-11-14,11:03:24.052362
-0.79,2.43,9.38,-0.001091,-0.001091,0.004363,22.25,-26.1875,3.25,0,2024-11-14,11:03:24.302409
-0.83,2.33,9.39,-0.006545,-0.007636,0.006545,22.5625,-26.5625,4.0625,0,2024-11-14,11:03:24.443314
-0.82,2.28,9.42,-0.005454,0.008727,0.003272,22.5625,-26.5625,2.5,0,2024-11-14,11:03:24.709636
-0.76,2.38,9.41,-0.001091,-0.023998,0.008727,21.5,-26.1875,3.25,0,2024-11-14,11:03:24.957607
-0.68,2.33,9.46,-0.001091,-0.023998,0.003272,21.875,-25.75,3.25,0,2024-11-14,11:03:25.236708
-0.69,2.25,9.38,-0.011999,-0.034907,0.002182,22.25,-27.25,2.875,0,2024-11-14,11:03:25.422946
-0.75,2.35,9.35,-0.007636,-0.005454,0.003272,21.875,-26.5625,2.875,0,2024-11-14,11:03:25.470920
-0.67,2.32,9.39,-0.011999,-0.010908,0.003272,22.25,-27.25,2.5,0,2024-11-14,11:03:25.751841
-0.62,2.25,9.43,-0.006545,-0.018544,0.0,21.875,-26.875,2.5,0,2024-11-14,11:03:25.890759
-0.61,2.28,9.41,-0.007636,-0.017453,-0.003272,22.5625,-25.75,3.25,0,2024-11-14,11:03:26.092960
-0.44,2.34,9.39,-0.016362,-0.029452,0.027271,22.25,-26.875,2.875,0,2024-11-14,11:03:26.357935
-0.49,2.32,9.4,-0.001091,0.01309,0.011999,21.5,-26.5625,2.5,0,2024-11-14,11:03:26.545829
-0.4,2.33,9.53,-0.004363,-0.001091,0.003272,21.875,-26.875,2.5,0,2024-11-14,11:03:26.700697
-0.55,2.24,9.38,0.005454,0.01309,-0.01309,22.25,-26.875,1.75,0,2024-11-14,11:03:26.934552
-0.48,2.25,9.44,0.004363,-0.006545,0.002182,22.25,-26.1875,2.5,0,2024-11-14,11:03:27.169775
-0.58,2.31,9.34,0.003272,0.025089,-0.006545,21.875,-26.5625,2.875,0,2024-11-14,11:03:27.453411
-0.51,2.29,9.44,-0.001091,-0.011999,0.006545,22.25,-26.1875,2.0625,0,2024-11-14,11:03:27.672286
-0.61,2.31,9.33,-0.006545,0.010908,-0.008727,22.25,-25.5,1.25,0,2024-11-14,11:03:27.890239
-0.61,2.29,9.38,-0.001091,-0.006545,-0.001091,21.5,-25.75,2.875,0,2024-11-14,11:03:27.938212
-0.52,2.26,9.39,0.001091,-0.020726,0.005454,21.875,-26.1875,2.0625,0,2024-11-14,11:03:28.189070
-0.51,2.31,9.42,0.001091,0.001091,-0.001091,21.875,-26.875,2.0625,0,2024-11-14,11:03:28.345027
-0.52,2.29,9.41,0.003272,-0.011999,0.0,21.875,-26.875,3.25,0,2024-11-14,11:03:28.546925
-0.47,2.32,9.39,0.006545,0.005454,0.0,21.875,-26.1875,1.75,0,2024-11-14,11:03:28.862416
-0.55,2.29,9.36,0.014181,0.005454,-0.007636,21.875,-26.875,1.75,0,2024-11-14,11:03:29.095288
-0.46,2.42,9.39,0.006545,-0.008727,0.006545,22.5625,-26.1875,1.75,0,2024-11-14,11:03:29.297969
-0.45,2.33,9.34,-0.005454,-0.031634,0.014181,22.25,-26.5625,2.5,0,2024-11-14,11:03:29.343964
-0.44,2.37,9.4,-0.001091,0.008727,-0.006545,22.25,-26.1875,3.25,0,2024-11-14,11:03:29.484790
-0.45,2.3,9.42,-0.008727,0.01309,-0.002182,22.25,-25.75,2.5,0,2024-11-14,11:03:29.721168
-0.49,2.33,9.41,-0.001091,0.006545,-0.003272,21.875,-26.875,3.25,0,2024-11-14,11:03:29.908416
-0.47,2.24,9.41,0.001091,-0.004363,-0.002182,22.25,-26.1875,2.875,0,2024-11-14,11:03:30.085659
-0.45,2.38,9.39,0.004363,-0.004363,0.006545,22.5625,-27.25,2.5,0,2024-11-14,11:03:30.288782
-0.49,2.31,9.38,0.001091,0.0,-0.001091,21.875,-26.5625,2.0625,0,2024-11-14,11:03:30.508100
-0.52,2.43,9.32,-0.010908,-0.002182,0.015272,21.875,-27.25,4.0625,0,2024-11-14,11:03:30.711983
-0.48,2.31,9.42,-0.01309,-0.004363,-0.003272,22.25,-26.875,2.5,0,2024-11-14,11:03:30.916449
-0.4,2.32,9.42,-0.007636,-0.017453,0.014181,22.5625,-26.875,2.5,0,2024-11-14,11:03:31.128436
-0.41,2.28,9.43,-0.005454,0.005454,-0.006545,21.875,-27.25,2.5,0,2024-11-14,11:03:31.424748
-0.42,2.31,9.4,-0.011999,-0.004363,0.007636,22.25,-25.75,3.25,0,2024-11-14,11:03:31.639667
-0.44,2.19,9.45,0.001091,0.011999,-0.007636,21.5,-26.5625,0.5625,0,2024-11-14,11:03:31.855295
-0.46,2.32,9.35,0.003272,0.016362,-0.001091,21.5,-26.5625,2.875,0,2024-11-14,11:03:31.919243
-0.51,2.33,9.63,0.0,-0.01309,0.004363,21.875,-26.875,2.5,0,2024-11-14,11:03:32.110133
-0.5,2.33,9.39,0.009817,-0.003272,0.007636,21.5,-26.5625,2.875,0,2024-11-14,11:03:32.252152
-0.43,2.39,9.43,0.003272,0.003272,-0.001091,21.5,-26.875,2.5,0,2024-11-14,11:03:32.578001
-0.38,2.31,9.44,-0.002182,-0.001091,0.002182,22.25,-26.1875,2.0625,0,2024-11-14,11:03:32.962721
-0.43,2.3,9.4,0.0,0.0,0.002182,21.875,-25.75,1.75,0,2024-11-14,11:03:33.151604
-0.39,2.32,9.42,0.0,-0.009817,-0.001091,21.875,-26.1875,2.875,0,2024-11-14,11:03:33.166595
-0.39,2.33,9.41,-0.001091,0.009817,0.0,21.5,-26.875,2.875,0,2024-11-14,11:03:33.781299
-0.43,2.35,9.63,0.004363,0.015272,-0.003272,21.875,-26.875,1.25,0,2024-11-14,11:03:35.964612
-0.51,2.34,9.35,0.011999,0.003272,0.001091,21.875,-26.5625,1.75,0,2024-11-14,11:03:36.027036
-0.42,2.32,9.35,-0.004363,-0.014181,0.001091,21.5,-26.5625,2.0625,0,2024-11-14,11:03:36.042028
