ax,ay,az,gx,gy,gz,mx,my,mz,target,DateRecord,TimeRecord
0.98,-3.15,-9.2,-0.001091,-0.005454,0.0,28.75,15.6875,0.875,2,2024-11-14,11:06:03.175468
0.99,-3.17,-9.22,0.003272,-0.006545,0.0,29.0625,14.875,0.0625,2,2024-11-14,11:06:03.483796
0.98,-3.22,-9.19,-0.002182,-0.004363,0.0,29.0625,15.25,0.875,2,2024-11-14,11:06:03.716696
0.98,-3.17,-9.19,-0.004363,0.002182,0.004363,29.0625,14.5,2.0625,2,2024-11-14,11:06:03.887615
1.0,-3.14,-9.17,0.007636,0.005454,0.0,28.0,14.1875,2.0625,2,2024-11-14,11:06:04.121631
1.0,-3.18,-9.2,-0.005454,-0.006545,0.0,29.0625,15.25,0.5625,2,2024-11-14,11:06:04.308817
1.02,-3.21,-9.19,0.009817,0.001091,0.001091,28.75,15.25,0.5625,2,2024-11-14,11:06:04.512214
0.98,-3.2,-9.19,-0.005454,0.005454,-0.004363,28.6875,15.6875,2.875,2,2024-11-14,11:06:04.805493
1.0,-3.2,-9.18,-0.007636,-0.008727,0.002182,29.5,14.875,0.0625,2,2024-11-14,11:06:05.085326
1.02,-3.24,-9.17,0.001091,0.003272,-0.002182,28.75,14.875,2.5,2,2024-11-14,11:06:05.256595
1.02,-3.26,-9.18,0.016362,-0.001091,-0.002182,28.75,14.5,0.5625,2,2024-11-14,11:06:05.288576
1.0,-3.28,-9.17,0.021817,0.0,-0.009817,29.5,14.5,1.25,2,2024-11-14,11:06:05.445046
1.03,-3.26,-9.15,-0.006545,-0.010908,0.0,28.75,15.25,2.5,2,2024-11-14,11:06:05.648443
0.99,-3.25,-9.2,-0.015272,-0.005454,-0.001091,29.875,15.25,2.5,2,2024-11-14,11:06:05.832202
0.98,-3.26,-9.18,-0.016362,0.001091,0.0,28.75,14.875,1.25,2,2024-11-14,11:06:06.064104
0.98,-3.23,-9.18,-0.006545,-0.005454,0.002182,28.375,15.25,0.875,2,2024-11-14,11:06:06.270211
1.0,-3.21,-9.18,-0.005454,0.0,-0.001091,29.875,14.875,2.0625,2,2024-11-14,11:06:06.439131
1.01,-3.21,-9.16,-0.014181,-0.003272,-0.004363,29.0625,14.875,2.5,2,2024-11-14,11:06:06.688081
0.98,-3.2,-9.2,-0.008727,-0.001091,0.001091,28.75,14.875,1.75,2,2024-11-14,11:06:06.886735
0.98,-3.25,-9.17,0.004363,-0.004363,0.002182,28.75,14.875,1.75,2,2024-11-14,11:06:07.060650
0.97,-3.23,-9.18,0.009817,-0.002182,0.002182,29.5,14.5,1.25,2,2024-11-14,11:06:07.278439
0.95,-3.24,-9.18,0.018544,-0.005454,0.004363,28.375,15.25,0.5625,2,2024-11-14,11:06:07.496322
0.97,-3.27,-9.16,0.011999,-0.009817,0.004363,28.75,15.25,1.25,2,2024-11-14,11:06:07.698198
0.95,-3.3,-9.19,0.001091,-0.004363,0.005454,28.375,14.875,0.875,2,2024-11-14,11:06:08.073071
0.96,-3.32,-9.19,0.001091,-0.002182,0.003272,28.375,15.6875,0.875,2,2024-11-14,11:06:08.385134
0.93,-3.31,-9.17,0.002182,0.009817,-0.003272,28.375,15.25,0.875,2,2024-11-14,11:06:08.493073
0.94,-3.27,-9.19,0.003272,0.002182,0.001091,28.75,15.25,1.75,2,2024-11-14,11:06:08.493073
0.97,-3.29,-9.17,0.001091,0.005454,0.002182,29.5,14.875,0.5625,2,2024-11-14,11:06:08.742928
0.96,-3.27,-9.16,-0.006545,0.011999,0.001091,28.75,15.25,1.25,2,2024-11-14,11:06:08.948046
0.98,-3.28,-9.17,0.004363,0.001091,0.002182,28.375,16.0,1.25,2,2024-11-14,11:06:09.149002
0.96,-3.19,-9.15,-0.006545,0.002182,0.0,29.0625,15.25,0.875,2,2024-11-14,11:06:09.460202
0.98,-3.2,-9.18,-0.004363,-0.004363,0.003272,28.75,15.25,2.0625,2,2024-11-14,11:06:09.632087
0.96,-3.22,-9.18,0.002182,0.003272,0.0,29.0625,14.875,2.0625,2,2024-11-14,11:06:09.850822
0.97,-3.18,-9.18,0.003272,0.004363,-0.001091,29.0625,14.875,1.75,2,2024-11-14,11:06:09.897796
0.96,-3.2,-9.2,-0.001091,0.0,-0.002182,28.75,14.875,1.75,2,2024-11-14,11:06:10.082673
0.98,-3.21,-9.18,0.0,0.002182,-0.001091,28.375,14.1875,0.875,2,2024-11-14,11:06:10.238589
0.97,-3.19,-9.16,0.005454,0.002182,-0.002182,29.0625,15.6875,1.25,2,2024-11-14,11:06:10.482486
0.93,-3.24,-9.18,0.005454,0.001091,0.0,29.5,14.875,0.5625,2,2024-11-14,11:06:10.842663
0.96,-3.27,-9.21,-0.006545,0.003272,-0.001091,29.0625,15.25,1.25,2,2024-11-14,11:06:10.873628
0.95,-3.27,-9.18,-0.008727,0.003272,-0.001091,29.875,15.25,2.5,2,2024-11-14,11:06:11.313376
0.93,-3.29,-9.18,-0.004363,0.003272,0.0,28.75,15.25,0.875,2,2024-11-14,11:06:11.485793
0.94,-3.27,-9.19,-0.001091,0.001091,0.0,29.5,14.1875,0.5625,2,2024-11-14,11:06:11.547756
0.95,-3.27,-9.19,0.005454,0.001091,-0.001091,28.75,14.5,0.875,2,2024-11-14,11:06:11.731710
0.95,-3.27,-9.16,0.002182,-0.002182,-0.001091,28.375,14.5,1.75,2,2024-11-14,11:06:11.888034
0.93,-3.27,-9.21,0.002182,0.003272,0.0,29.0625,14.875,2.5,2,2024-11-14,11:06:12.093930
0.95,-3.28,-9.16,0.010908,0.007636,0.001091,29.5,14.875,0.875,2,2024-11-14,11:06:12.312805
0.96,-3.27,-9.18,0.001091,0.003272,-0.001091,29.875,15.25,0.875,2,2024-11-14,11:06:12.544993
0.98,-3.25,-9.16,-0.006545,-0.005454,0.0,28.75,15.25,0.5625,2,2024-11-14,11:06:12.734427
0.96,-3.19,-9.18,-0.006545,-0.005454,-0.003272,28.375,14.5,0.875,2,2024-11-14,11:06:12.934644
0.98,-3.19,-9.2,0.003272,0.002182,-0.002182,28.75,14.875,0.875,2,2024-11-14,11:06:13.184544
0.95,-3.16,-9.19,-0.011999,-0.001091,0.0,28.375,15.25,1.25,2,2024-11-14,11:06:13.435564
0.96,-3.16,-9.19,0.001091,0.0,0.001091,29.5,14.875,1.75,2,2024-11-14,11:06:13.649513
0.97,-3.16,-9.21,-0.002182,-0.004363,0.001091,29.0625,14.5,2.5,2,2024-11-14,11:06:13.697486
0.96,-3.18,-9.18,-0.003272,-0.010908,0.0,28.375,15.25,2.0625,2,2024-11-14,11:06:13.867928
0.97,-3.22,-9.18,0.002182,0.005454,-0.001091,28.0,15.25,0.5625,2,2024-11-14,11:06:14.070775
0.94,-3.22,-9.19,0.001091,0.0,-0.001091,29.875,14.875,1.25,2,2024-11-14,11:06:14.364618
0.96,-3.21,-9.21,0.009817,0.003272,-0.003272,29.5,14.5,0.875,2,2024-11-14,11:06:15.104623
0.94,-3.24,-9.17,0.004363,0.001091,-0.002182,28.75,15.25,2.0625,2,2024-11-14,11:06:17.037008
0.93,-3.22,-9.2,0.005454,0.002182,0.0,28.75,15.6875,0.875,2,2024-11-14,11:06:17.097876
0.96,-3.23,-9.18,0.0,0.001091,-0.002182,28.375,14.875,0.875,2,2024-11-14,11:06:17.145833
0.96,-3.21,-9.2,0.0,-0.001091,0.002182,28.0,16.0,2.0625,2,2024-11-14,11:06:17.161839
0.96,-3.22,-9.17,0.001091,-0.001091,0.002182,28.375,15.25,2.0625,2,2024-11-14,11:06:17.161839
0.98,-3.24,-9.18,0.004363,-0.001091,-0.001091,28.75,15.6875,2.0625,2,2024-11-14,11:06:17.207795
0.93,-3.27,-9.15,-0.002182,-0.005454,0.002182,29.5,14.875,1.25,2,2024-11-14,11:06:17.223803
0.98,-3.25,-9.18,0.005454,-0.001091,0.0,29.0625,14.875,2.0625,2,2024-11-14,11:06:17.254785
0.97,-3.26,-9.18,0.003272,-0.001091,0.001091,28.75,14.875,1.75,2,2024-11-14,11:06:17.301758
0.95,-3.23,-9.17,-0.001091,0.003272,-0.001091,29.5,14.875,2.0625,2,2024-11-14,11:06:17.333740
0.93,-3.25,-9.18,-0.003272,0.001091,-0.002182,28.375,14.5,2.0625,2,2024-11-14,11:06:17.397704
0.95,-3.28,-9.19,0.0,0.002182,-0.001091,28.375,14.875,0.875,2,2024-11-14,11:06:17.460652
0.95,-3.27,-9.21,-0.006545,0.004363,-0.002182,28.0,14.5,1.75,2,2024-11-14,11:06:17.491634
0.94,-3.28,-9.17,0.004363,-0.001091,0.0,28.375,14.1875,2.875,2,2024-11-14,11:06:17.552615
0.94,-3.25,-9.16,0.003272,0.0,-0.001091,29.5,15.25,1.25,2,2024-11-14,11:06:18.417904
